brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle
0,2025-04-11 11:16:57.907000+00:00,44,8,1257,0,3965,10007,0,0
0,2025-04-11 11:16:58.107000+00:00,44,8,1257,0,4045,10007,0,0
0,2025-04-11 11:16:58.467000+00:00,44,8,1257,0,4037,10007,0,0
0,2025-04-11 11:16:58.786000+00:00,44,8,1257,0,3967,10007,0,0
0,2025-04-11 11:16:58.986000+00:00,44,8,1257,0,3975,10007,0,0
0,2025-04-11 11:16:59.306000+00:00,44,8,1257,0,4028,10007,0,0
0,2025-04-11 11:16:59.706000+00:00,44,8,1257,0,3975,10007,0,0
0,2025-04-11 11:17:00.026000+00:00,44,8,1257,0,4003,10007,0,0
0,2025-04-11 11:17:00.226000+00:00,44,8,1257,0,4012,10007,0,0
0,2025-04-11 11:17:00.466000+00:00,44,8,1257,0,4047,10007,0,0
0,2025-04-11 11:17:00.626000+00:00,44,8,1257,0,4001,10007,0,0
0,2025-04-11 11:17:00.946000+00:00,44,8,1257,0,4030,10007,0,0
0,2025-04-11 11:17:01.106000+00:00,44,8,1257,0,3974,10007,0,0
0,2025-04-11 11:17:01.426000+00:00,44,8,1257,0,3996,10007,0,0
0,2025-04-11 11:17:01.626000+00:00,44,8,1257,0,4033,10007,0,0
0,2025-04-11 11:17:01.826000+00:00,44,8,1257,0,3952,10007,0,0
0,2025-04-11 11:17:02.226000+00:00,44,8,1257,0,4075,10007,0,0
0,2025-04-11 11:17:02.466000+00:00,44,8,1257,0,4011,10007,0,0
0,2025-04-11 11:17:02.626000+00:00,44,8,1257,0,3968,10007,0,0
0,2025-04-11 11:17:02.786000+00:00,44,8,1257,0,4029,10007,0,0
0,2025-04-11 11:17:03.147000+00:00,44,8,1257,0,4026,10007,0,0
0,2025-04-11 11:17:03.427000+00:00,44,8,1257,0,4035,10007,0,0
0,2025-04-11 11:17:03.667000+00:00,44,8,1257,0,4005,10007,0,0
0,2025-04-11 11:17:04.107000+00:00,44,8,1257,0,3977,10007,0,0
0,2025-04-11 11:17:04.347000+00:00,44,8,1257,0,4053,10007,0,0
0,2025-04-11 11:17:04.547000+00:00,44,8,1257,0,3980,10007,0,0
0,2025-04-11 11:17:04.787000+00:00,44,8,1257,0,4014,10007,0,0
0,2025-04-11 11:17:05.107000+00:00,44,8,1257,0,4003,10007,0,0
0,2025-04-11 11:17:05.266000+00:00,44,8,1257,0,4026,10007,0,0
0,2025-04-11 11:17:05.546000+00:00,44,8,1257,0,4044,10007,0,0
0,2025-04-11 11:17:05.706000+00:00,44,8,1257,0,3957,10007,0,0
0,2025-04-11 11:17:05.906000+00:00,44,8,1257,0,4020,10007,0,0
0,2025-04-11 11:17:06.186000+00:00,44,8,1257,0,4036,10007,0,0
0,2025-04-11 11:17:06.586000+00:00,44,8,1257,0,3985,10007,0,0
0,2025-04-11 11:17:06.786000+00:00,44,8,1257,0,4019,10007,0,0
0,2025-04-11 11:17:07.146000+00:00,44,8,1257,0,4048,10007,0,0
0,2025-04-11 11:17:07.426000+00:00,44,8,1257,0,3927,10007,0,0
0,2025-04-11 11:17:07.706000+00:00,44,8,1257,0,4013,10007,0,0
0,2025-04-11 11:17:07.946000+00:00,44,8,1257,0,4004,10007,0,0
0,2025-04-11 11:17:08.386000+00:00,44,8,1257,0,4041,10007,0,0
0,2025-04-11 11:17:08.546000+00:00,44,8,1257,0,3987,10007,0,0
0,2025-04-11 11:17:08.826000+00:00,44,8,1257,0,4018,10007,0,0
0,2025-04-11 11:17:09.226000+00:00,44,8,1257,0,4026,10007,0,0
0,2025-04-11 11:17:09.466000+00:00,44,8,1257,0,4075,10007,0,0
0,2025-04-11 11:17:09.666000+00:00,44,8,1257,0,4064,10007,0,0
0,2025-04-11 11:17:10.027000+00:00,44,8,1257,0,4073,10007,0,0
0,2025-04-11 11:17:10.227000+00:00,44,8,1257,0,3999,10007,0,0
0,2025-04-11 11:17:10.707000+00:00,44,8,1257,0,4069,10007,0,0
0,2025-04-11 11:17:10.867000+00:00,44,8,1257,0,4028,10007,0,0
0,2025-04-11 11:17:11.107000+00:00,44,8,1257,0,3947,10007,0,0
0,2025-04-11 11:17:11.507000+00:00,44,8,1257,0,3943,10007,0,0
0,2025-04-11 11:17:11.667000+00:00,44,8,1257,0,3978,10007,0,0
0,2025-04-11 11:17:11.827000+00:00,44,8,1257,0,3992,10007,0,0
0,2025-04-11 11:17:12.186000+00:00,44,8,1257,0,4009,10007,0,0
0,2025-04-11 11:17:12.386000+00:00,44,8,1257,0,3961,10007,0,0
0,2025-04-11 11:17:12.546000+00:00,44,8,1257,0,3976,10007,0,0
0,2025-04-11 11:17:13.066000+00:00,44,8,1257,0,3939,10007,0,0
0,2025-04-11 11:17:13.466000+00:00,44,8,1257,0,4021,10007,0,0
0,2025-04-11 11:17:13.826000+00:00,44,8,1257,0,4013,10007,0,0
0,2025-04-11 11:17:14.026000+00:00,44,8,1257,0,4003,10007,0,0
0,2025-04-11 11:17:14.386000+00:00,44,8,1257,0,3936,10007,0,0
0,2025-04-11 11:17:14.546000+00:00,44,8,1257,0,4035,10007,0,0
0,2025-04-11 11:17:14.826000+00:00,44,8,1257,0,3975,10007,0,0
0,2025-04-11 11:17:15.066000+00:00,44,8,1257,0,3961,10007,0,0
0,2025-04-11 11:17:15.306000+00:00,44,8,1257,0,4070,10007,0,0
0,2025-04-11 11:17:15.706000+00:00,44,8,1257,0,3984,10007,0,0
0,2025-04-11 11:17:16.026000+00:00,44,8,1257,0,4000,10007,0,0
0,2025-04-11 11:17:16.307000+00:00,44,8,1257,0,3984,10007,0,0
0,2025-04-11 11:17:16.467000+00:00,44,8,1257,0,3954,10007,0,0
0,2025-04-11 11:17:16.747000+00:00,44,8,1257,0,4057,10007,0,0
0,2025-04-11 11:17:17.147000+00:00,44,8,1257,0,3977,10007,0,0
0,2025-04-11 11:17:17.547000+00:00,44,8,1257,0,3965,10007,0,0
0,2025-04-11 11:17:17.787000+00:00,44,8,1257,0,3977,10007,0,0
0,2025-04-11 11:17:17.987000+00:00,44,8,1257,0,3969,10007,0,0
0,2025-04-11 11:17:18.147000+00:00,44,8,1257,0,3925,10007,0,0
0,2025-04-11 11:17:18.427000+00:00,44,8,1257,0,3899,10007,0,0
0,2025-04-11 11:17:18.667000+00:00,44,8,1257,0,3994,10007,0,0
0,2025-04-11 11:17:18.906000+00:00,44,8,1257,0,3998,10007,0,0
0,2025-04-11 11:17:19.106000+00:00,44,8,1257,0,4084,10007,0,0
0,2025-04-11 11:17:19.426000+00:00,44,8,1257,0,4026,10007,0,0
0,2025-04-11 11:17:19.626000+00:00,44,8,1257,0,3980,10007,0,0
0,2025-04-11 11:17:19.786000+00:00,44,8,1257,0,3990,10007,0,0
0,2025-04-11 11:17:20.066000+00:00,44,8,1257,0,3959,10007,0,0
0,2025-04-11 11:17:20.266000+00:00,44,8,1257,0,3984,10007,0,0
0,2025-04-11 11:17:20.466000+00:00,44,8,1257,0,3990,10007,0,0
0,2025-04-11 11:17:20.746000+00:00,44,8,1257,0,4009,10007,0,0
0,2025-04-11 11:17:21.106000+00:00,44,8,1257,0,3952,10007,0,0
0,2025-04-11 11:17:21.346000+00:00,44,8,1257,0,3938,10007,0,0
0,2025-04-11 11:17:21.546000+00:00,44,8,1257,0,3957,10007,0,0
0,2025-04-11 11:17:21.706000+00:00,44,8,1257,0,3981,10007,0,0
0,2025-04-11 11:17:21.906000+00:00,44,8,1257,0,4002,10007,0,0
0,2025-04-11 11:17:22.106000+00:00,44,8,1257,0,3978,10007,0,0
0,2025-04-11 11:17:22.346000+00:00,44,8,1257,0,3978,10007,0,0
0,2025-04-11 11:17:22.586000+00:00,44,8,1257,0,3969,10007,0,0
0,2025-04-11 11:17:22.947000+00:00,44,8,1257,0,4019,10007,0,0
0,2025-04-11 11:17:23.347000+00:00,44,8,1257,0,4037,10007,0,0
0,2025-04-11 11:17:23.627000+00:00,44,1,1257,0,4023,10007,0,0
0,2025-04-11 11:17:24.027000+00:00,44,1,1257,0,4000,10007,0,0
0,2025-04-11 11:17:24.467000+00:00,44,1,1257,0,3977,10007,0,0
0,2025-04-11 11:17:24.867000+00:00,44,1,1257,0,4059,10007,0,0
0,2025-04-11 11:17:25.067000+00:00,44,1,1257,0,3988,10007,0,0
0,2025-04-11 11:17:25.227000+00:00,44,1,1257,0,3976,10007,0,0
0,2025-04-11 11:17:25.506000+00:00,44,1,1257,0,4006,10007,0,0
0,2025-04-11 11:17:25.826000+00:00,44,1,1257,0,4016,10007,0,0
0,2025-04-11 11:17:26.066000+00:00,44,1,1257,0,3959,10007,0,0
0,2025-04-11 11:17:26.306000+00:00,44,1,1257,0,3981,10007,0,0
0,2025-04-11 11:17:26.666000+00:00,44,1,1257,0,4187,10007,0,0
0,2025-04-11 11:17:26.946000+00:00,44,1,1257,0,4098,10007,0,0
0,2025-04-11 11:17:27.106000+00:00,44,1,1257,0,4080,10007,0,0
0,2025-04-11 11:17:27.306000+00:00,44,1,1257,0,4085,10007,0,0
0,2025-04-11 11:17:27.466000+00:00,44,1,1257,0,4084,10007,0,0
0,2025-04-11 11:17:27.626000+00:00,44,1,1257,0,4074,10007,0,0
