compound_sequence,pit_laps,total_time
"('SOFT', 'HARD', 'SOFT')","[33, 46]",95.80773
"('SOFT', 'HARD', 'SOFT')","[34, 35]",94.44303
"('SOFT', 'HARD', 'SOFT')","[34, 36]",94.56259
"('SOFT', 'HARD', 'SOFT')","[34, 37]",94.682144
"('SOFT', 'HARD', 'SOFT')","[34, 38]",94.801704
"('SOFT', 'HARD', 'SOFT')","[34, 39]",94.921265
"('SOFT', 'HARD', 'SOFT')","[34, 40]",95.04082
"('SOFT', 'HARD', 'SOFT')","[34, 41]",95.160385
"('SOFT', 'HARD', 'SOFT')","[34, 42]",95.27994
"('SOFT', 'HARD', 'SOFT')","[34, 43]",95.399506
"('SOFT', 'HARD', 'SOFT')","[34, 44]",95.51906
"('SOFT', 'HARD', 'SOFT')","[34, 45]",95.63862
"('SOFT', 'HARD', 'SOFT')","[34, 46]",95.75817
"('SOFT', 'HARD', 'SOFT')","[35, 36]",94.51303
"('SOFT', 'HARD', 'SOFT')","[35, 37]",94.6326
"('SOFT', 'HARD', 'SOFT')","[35, 38]",94.752144
"('SOFT', 'HARD', 'SOFT')","[35, 39]",94.871704
"('SOFT', 'HARD', 'SOFT')","[35, 40]",94.99127
"('SOFT', 'HARD', 'SOFT')","[35, 41]",95.110825
"('SOFT', 'HARD', 'SOFT')","[35, 42]",95.23039
"('SOFT', 'HARD', 'SOFT')","[35, 43]",95.349945
"('SOFT', 'HARD', 'SOFT')","[35, 44]",95.46951
"('SOFT', 'HARD', 'SOFT')","[35, 45]",95.589066
"('SOFT', 'HARD', 'SOFT')","[35, 46]",95.708626
"('SOFT', 'HARD', 'SOFT')","[36, 37]",94.58304
"('SOFT', 'HARD', 'SOFT')","[36, 38]",94.70259
"('SOFT', 'HARD', 'SOFT')","[36, 39]",94.82214
"('SOFT', 'HARD', 'SOFT')","[36, 40]",94.94171
"('SOFT', 'HARD', 'SOFT')","[36, 41]",95.06127
"('SOFT', 'HARD', 'SOFT')","[36, 42]",95.18083
"('SOFT', 'HARD', 'SOFT')","[36, 43]",95.3004
"('SOFT', 'HARD', 'SOFT')","[36, 44]",95.41995
"('SOFT', 'HARD', 'SOFT')","[36, 45]",95.53951
"('SOFT', 'HARD', 'SOFT')","[36, 46]",95.659065
"('SOFT', 'HARD', 'SOFT')","[37, 38]",94.65304
"('SOFT', 'HARD', 'SOFT')","[37, 39]",94.7726
"('SOFT', 'HARD', 'SOFT')","[37, 40]",94.892166
"('SOFT', 'HARD', 'SOFT')","[37, 41]",95.01172
"('SOFT', 'HARD', 'SOFT')","[37, 42]",95.13128
"('SOFT', 'HARD', 'SOFT')","[37, 43]",95.25084
"('SOFT', 'HARD', 'SOFT')","[37, 44]",95.37039
"('SOFT', 'HARD', 'SOFT')","[37, 45]",95.48995
"('SOFT', 'HARD', 'SOFT')","[37, 46]",95.60951
"('SOFT', 'HARD', 'SOFT')","[38, 39]",94.72304
"('SOFT', 'HARD', 'SOFT')","[38, 40]",94.842606
"('SOFT', 'HARD', 'SOFT')","[38, 41]",94.96216
"('SOFT', 'HARD', 'SOFT')","[38, 42]",95.081726
"('SOFT', 'HARD', 'SOFT')","[38, 43]",95.20128
"('SOFT', 'HARD', 'SOFT')","[38, 44]",95.32085
"('SOFT', 'HARD', 'SOFT')","[38, 45]",95.4404
"('SOFT', 'HARD', 'SOFT')","[38, 46]",95.55996
"('SOFT', 'HARD', 'SOFT')","[39, 40]",94.793045
"('SOFT', 'HARD', 'SOFT')","[39, 41]",94.9126
"('SOFT', 'HARD', 'SOFT')","[39, 42]",95.032166
"('SOFT', 'HARD', 'SOFT')","[39, 43]",95.15172
"('SOFT', 'HARD', 'SOFT')","[39, 44]",95.271286
"('SOFT', 'HARD', 'SOFT')","[39, 45]",95.39084
"('SOFT', 'HARD', 'SOFT')","[39, 46]",95.5104
"('SOFT', 'HARD', 'SOFT')","[40, 41]",94.86304
"('SOFT', 'HARD', 'SOFT')","[40, 42]",94.9826
"('SOFT', 'HARD', 'SOFT')","[40, 43]",95.10216
"('SOFT', 'HARD', 'SOFT')","[40, 44]",95.22171
"('SOFT', 'HARD', 'SOFT')","[40, 45]",95.34127
"('SOFT', 'HARD', 'SOFT')","[40, 46]",95.46083
"('SOFT', 'HARD', 'SOFT')","[41, 42]",94.933044
"('SOFT', 'HARD', 'SOFT')","[41, 43]",95.05261
"('SOFT', 'HARD', 'SOFT')","[41, 44]",95.172165
"('SOFT', 'HARD', 'SOFT')","[41, 45]",95.291725
"('SOFT', 'HARD', 'SOFT')","[41, 46]",95.41128
"('SOFT', 'HARD', 'SOFT')","[42, 43]",95.00304
"('SOFT', 'HARD', 'SOFT')","[42, 44]",95.122604
"('SOFT', 'HARD', 'SOFT')","[42, 45]",95.24216
"('SOFT', 'HARD', 'SOFT')","[42, 46]",95.36172
"('SOFT', 'HARD', 'SOFT')","[43, 44]",95.073044
"('SOFT', 'HARD', 'SOFT')","[43, 45]",95.1926
"('SOFT', 'HARD', 'SOFT')","[43, 46]",95.31216
"('SOFT', 'HARD', 'SOFT')","[44, 45]",95.14304
"('SOFT', 'HARD', 'SOFT')","[44, 46]",95.262596
"('SOFT', 'HARD', 'SOFT')","[45, 46]",95.213036
"('SOFT', 'HARD', 'MEDIUM')","[10, 11]",84.76044
"('SOFT', 'HARD', 'MEDIUM')","[10, 12]",85.05396
"('SOFT', 'HARD', 'MEDIUM')","[10, 13]",85.34749
"('SOFT', 'HARD', 'MEDIUM')","[10, 14]",85.64102
"('SOFT', 'HARD', 'MEDIUM')","[10, 15]",85.93454
"('SOFT', 'HARD', 'MEDIUM')","[10, 16]",86.22807
"('SOFT', 'HARD', 'MEDIUM')","[10, 17]",86.5216
"('SOFT', 'HARD', 'MEDIUM')","[10, 18]",86.815125
"('SOFT', 'HARD', 'MEDIUM')","[10, 19]",87.10864
"('SOFT', 'HARD', 'MEDIUM')","[10, 20]",87.402176
"('SOFT', 'HARD', 'MEDIUM')","[10, 21]",87.69571
"('SOFT', 'HARD', 'MEDIUM')","[10, 22]",87.98923
"('SOFT', 'HARD', 'MEDIUM')","[10, 23]",88.28276
"('SOFT', 'HARD', 'MEDIUM')","[10, 24]",88.57628
"('SOFT', 'HARD', 'MEDIUM')","[10, 25]",88.869804
"('SOFT', 'HARD', 'MEDIUM')","[10, 26]",89.16334
"('SOFT', 'HARD', 'MEDIUM')","[10, 27]",89.45686
"('SOFT', 'HARD', 'MEDIUM')","[10, 28]",89.75038
"('SOFT', 'HARD', 'MEDIUM')","[10, 29]",90.043915
"('SOFT', 'HARD', 'MEDIUM')","[10, 30]",90.33743
"('SOFT', 'HARD', 'MEDIUM')","[10, 31]",90.63097
"('SOFT', 'HARD', 'MEDIUM')","[10, 32]",90.924484
"('SOFT', 'HARD', 'MEDIUM')","[10, 33]",91.21801
"('SOFT', 'HARD', 'MEDIUM')","[10, 34]",91.51154
"('SOFT', 'HARD', 'MEDIUM')","[10, 35]",91.80507
"('SOFT', 'HARD', 'MEDIUM')","[10, 36]",92.098595
"('SOFT', 'HARD', 'MEDIUM')","[10, 37]",92.39213
"('SOFT', 'HARD', 'MEDIUM')","[10, 38]",92.68565
"('SOFT', 'HARD', 'MEDIUM')","[10, 39]",92.97919
"('SOFT', 'HARD', 'MEDIUM')","[10, 40]",93.27271
"('SOFT', 'HARD', 'MEDIUM')","[10, 41]",93.56624
"('SOFT', 'HARD', 'MEDIUM')","[10, 42]",93.85977
"('SOFT', 'HARD', 'MEDIUM')","[10, 43]",94.153305
"('SOFT', 'HARD', 'MEDIUM')","[10, 44]",94.44683
"('SOFT', 'HARD', 'MEDIUM')","[10, 45]",94.74036
"('SOFT', 'HARD', 'MEDIUM')","[10, 46]",95.03389
"('SOFT', 'HARD', 'MEDIUM')","[11, 12]",85.00441
"('SOFT', 'HARD', 'MEDIUM')","[11, 13]",85.297935
"('SOFT', 'HARD', 'MEDIUM')","[11, 14]",85.59146
"('SOFT', 'HARD', 'MEDIUM')","[11, 15]",85.88499
"('SOFT', 'HARD', 'MEDIUM')","[11, 16]",86.17851
"('SOFT', 'HARD', 'MEDIUM')","[11, 17]",86.47204
"('SOFT', 'HARD', 'MEDIUM')","[11, 18]",86.765564
"('SOFT', 'HARD', 'MEDIUM')","[11, 19]",87.0591
"('SOFT', 'HARD', 'MEDIUM')","[11, 20]",87.352615
"('SOFT', 'HARD', 'MEDIUM')","[11, 21]",87.64615
"('SOFT', 'HARD', 'MEDIUM')","[11, 22]",87.939674
"('SOFT', 'HARD', 'MEDIUM')","[11, 23]",88.2332
"('SOFT', 'HARD', 'MEDIUM')","[11, 24]",88.52672
"('SOFT', 'HARD', 'MEDIUM')","[11, 25]",88.82025
"('SOFT', 'HARD', 'MEDIUM')","[11, 26]",89.11378
"('SOFT', 'HARD', 'MEDIUM')","[11, 27]",89.4073
"('SOFT', 'HARD', 'MEDIUM')","[11, 28]",89.700836
"('SOFT', 'HARD', 'MEDIUM')","[11, 29]",89.994354
"('SOFT', 'HARD', 'MEDIUM')","[11, 30]",90.28788
"('SOFT', 'HARD', 'MEDIUM')","[11, 31]",90.581406
"('SOFT', 'HARD', 'MEDIUM')","[11, 32]",90.87492
"('SOFT', 'HARD', 'MEDIUM')","[11, 33]",91.16846
"('SOFT', 'HARD', 'MEDIUM')","[11, 34]",91.46198
"('SOFT', 'HARD', 'MEDIUM')","[11, 35]",91.75551
"('SOFT', 'HARD', 'MEDIUM')","[11, 36]",92.04904
"('SOFT', 'HARD', 'MEDIUM')","[11, 37]",92.34257
"('SOFT', 'HARD', 'MEDIUM')","[11, 38]",92.63609
"('SOFT', 'HARD', 'MEDIUM')","[11, 39]",92.92963
"('SOFT', 'HARD', 'MEDIUM')","[11, 40]",93.22315
"('SOFT', 'HARD', 'MEDIUM')","[11, 41]",93.516685
"('SOFT', 'HARD', 'MEDIUM')","[11, 42]",93.81021
"('SOFT', 'HARD', 'MEDIUM')","[11, 43]",94.103745
"('SOFT', 'HARD', 'MEDIUM')","[11, 44]",94.39728
"('SOFT', 'HARD', 'MEDIUM')","[11, 45]",94.6908
"('SOFT', 'HARD', 'MEDIUM')","[11, 46]",94.98433
"('SOFT', 'HARD', 'MEDIUM')","[12, 13]",85.248375
"('SOFT', 'HARD', 'MEDIUM')","[12, 14]",85.5419
"('SOFT', 'HARD', 'MEDIUM')","[12, 15]",85.83543
"('SOFT', 'HARD', 'MEDIUM')","[12, 16]",86.12895
"('SOFT', 'HARD', 'MEDIUM')","[12, 17]",86.42248
"('SOFT', 'HARD', 'MEDIUM')","[12, 18]",86.716
"('SOFT', 'HARD', 'MEDIUM')","[12, 19]",87.00954
"('SOFT', 'HARD', 'MEDIUM')","[12, 20]",87.303055
"('SOFT', 'HARD', 'MEDIUM')","[12, 21]",87.59659
"('SOFT', 'HARD', 'MEDIUM')","[12, 22]",87.890114
"('SOFT', 'HARD', 'MEDIUM')","[12, 23]",88.18364
"('SOFT', 'HARD', 'MEDIUM')","[12, 24]",88.47716
"('SOFT', 'HARD', 'MEDIUM')","[12, 25]",88.77069
"('SOFT', 'HARD', 'MEDIUM')","[12, 26]",89.06422
"('SOFT', 'HARD', 'MEDIUM')","[12, 27]",89.35774
"('SOFT', 'HARD', 'MEDIUM')","[12, 28]",89.651276
"('SOFT', 'HARD', 'MEDIUM')","[12, 29]",89.94479
"('SOFT', 'HARD', 'MEDIUM')","[12, 30]",90.23832
"('SOFT', 'HARD', 'MEDIUM')","[12, 31]",90.531845
"('SOFT', 'HARD', 'MEDIUM')","[12, 32]",90.82536
"('SOFT', 'HARD', 'MEDIUM')","[12, 33]",91.1189
"('SOFT', 'HARD', 'MEDIUM')","[12, 34]",91.41242
"('SOFT', 'HARD', 'MEDIUM')","[12, 35]",91.70595
"('SOFT', 'HARD', 'MEDIUM')","[12, 36]",91.99948
"('SOFT', 'HARD', 'MEDIUM')","[12, 37]",92.29301
"('SOFT', 'HARD', 'MEDIUM')","[12, 38]",92.58653
"('SOFT', 'HARD', 'MEDIUM')","[12, 39]",92.880066
"('SOFT', 'HARD', 'MEDIUM')","[12, 40]",93.17359
"('SOFT', 'HARD', 'MEDIUM')","[12, 41]",93.467125
"('SOFT', 'HARD', 'MEDIUM')","[12, 42]",93.76065
"('SOFT', 'HARD', 'MEDIUM')","[12, 43]",94.054184
"('SOFT', 'HARD', 'MEDIUM')","[12, 44]",94.34772
"('SOFT', 'HARD', 'MEDIUM')","[12, 45]",94.64124
"('SOFT', 'HARD', 'MEDIUM')","[12, 46]",94.93477
"('SOFT', 'HARD', 'MEDIUM')","[13, 14]",85.49234
"('SOFT', 'HARD', 'MEDIUM')","[13, 15]",85.78587
"('SOFT', 'HARD', 'MEDIUM')","[13, 16]",86.07939
"('SOFT', 'HARD', 'MEDIUM')","[13, 17]",86.372925
"('SOFT', 'HARD', 'MEDIUM')","[13, 18]",86.66645
"('SOFT', 'HARD', 'MEDIUM')","[13, 19]",86.95998
"('SOFT', 'HARD', 'MEDIUM')","[13, 20]",87.25351
"('SOFT', 'HARD', 'MEDIUM')","[13, 21]",87.547035
"('SOFT', 'HARD', 'MEDIUM')","[13, 22]",87.84056
"('SOFT', 'HARD', 'MEDIUM')","[13, 23]",88.13408
"('SOFT', 'HARD', 'MEDIUM')","[13, 24]",88.42761
"('SOFT', 'HARD', 'MEDIUM')","[13, 25]",88.72114
"('SOFT', 'HARD', 'MEDIUM')","[13, 26]",89.01466
"('SOFT', 'HARD', 'MEDIUM')","[13, 27]",89.30818
"('SOFT', 'HARD', 'MEDIUM')","[13, 28]",89.601715
"('SOFT', 'HARD', 'MEDIUM')","[13, 29]",89.89524
"('SOFT', 'HARD', 'MEDIUM')","[13, 30]",90.18877
"('SOFT', 'HARD', 'MEDIUM')","[13, 31]",90.482285
"('SOFT', 'HARD', 'MEDIUM')","[13, 32]",90.77582
"('SOFT', 'HARD', 'MEDIUM')","[13, 33]",91.06934
"('SOFT', 'HARD', 'MEDIUM')","[13, 34]",91.36287
"('SOFT', 'HARD', 'MEDIUM')","[13, 35]",91.65639
"('SOFT', 'HARD', 'MEDIUM')","[13, 36]",91.94992
"('SOFT', 'HARD', 'MEDIUM')","[13, 37]",92.243454
"('SOFT', 'HARD', 'MEDIUM')","[13, 38]",92.53699
"('SOFT', 'HARD', 'MEDIUM')","[13, 39]",92.830505
"('SOFT', 'HARD', 'MEDIUM')","[13, 40]",93.12404
"('SOFT', 'HARD', 'MEDIUM')","[13, 41]",93.41757
"('SOFT', 'HARD', 'MEDIUM')","[13, 42]",93.711105
"('SOFT', 'HARD', 'MEDIUM')","[13, 43]",94.00462
"('SOFT', 'HARD', 'MEDIUM')","[13, 44]",94.29816
"('SOFT', 'HARD', 'MEDIUM')","[13, 45]",94.59168
"('SOFT', 'HARD', 'MEDIUM')","[13, 46]",94.88521
"('SOFT', 'HARD', 'MEDIUM')","[14, 15]",85.73631
"('SOFT', 'HARD', 'MEDIUM')","[14, 16]",86.02983
"('SOFT', 'HARD', 'MEDIUM')","[14, 17]",86.323364
"('SOFT', 'HARD', 'MEDIUM')","[14, 18]",86.61689
"('SOFT', 'HARD', 'MEDIUM')","[14, 19]",86.910416
"('SOFT', 'HARD', 'MEDIUM')","[14, 20]",87.20395
"('SOFT', 'HARD', 'MEDIUM')","[14, 21]",87.497475
"('SOFT', 'HARD', 'MEDIUM')","[14, 22]",87.791
"('SOFT', 'HARD', 'MEDIUM')","[14, 23]",88.08453
"('SOFT', 'HARD', 'MEDIUM')","[14, 24]",88.37805
"('SOFT', 'HARD', 'MEDIUM')","[14, 25]",88.67158
"('SOFT', 'HARD', 'MEDIUM')","[14, 26]",88.9651
"('SOFT', 'HARD', 'MEDIUM')","[14, 27]",89.25862
"('SOFT', 'HARD', 'MEDIUM')","[14, 28]",89.552155
"('SOFT', 'HARD', 'MEDIUM')","[14, 29]",89.84568
"('SOFT', 'HARD', 'MEDIUM')","[14, 30]",90.139206
"('SOFT', 'HARD', 'MEDIUM')","[14, 31]",90.43274
"('SOFT', 'HARD', 'MEDIUM')","[14, 32]",90.72626
"('SOFT', 'HARD', 'MEDIUM')","[14, 33]",91.01978
"('SOFT', 'HARD', 'MEDIUM')","[14, 34]",91.31331
"('SOFT', 'HARD', 'MEDIUM')","[14, 35]",91.60683
"('SOFT', 'HARD', 'MEDIUM')","[14, 36]",91.90036
"('SOFT', 'HARD', 'MEDIUM')","[14, 37]",92.19389
"('SOFT', 'HARD', 'MEDIUM')","[14, 38]",92.48743
"('SOFT', 'HARD', 'MEDIUM')","[14, 39]",92.78096
"('SOFT', 'HARD', 'MEDIUM')","[14, 40]",93.074486
"('SOFT', 'HARD', 'MEDIUM')","[14, 41]",93.36801
"('SOFT', 'HARD', 'MEDIUM')","[14, 42]",93.661545
"('SOFT', 'HARD', 'MEDIUM')","[14, 43]",93.95506
"('SOFT', 'HARD', 'MEDIUM')","[14, 44]",94.2486
"('SOFT', 'HARD', 'MEDIUM')","[14, 45]",94.54212
"('SOFT', 'HARD', 'MEDIUM')","[14, 46]",94.83565
"('SOFT', 'HARD', 'MEDIUM')","[15, 16]",85.980286
"('SOFT', 'HARD', 'MEDIUM')","[15, 17]",86.27381
"('SOFT', 'HARD', 'MEDIUM')","[15, 18]",86.56734
"('SOFT', 'HARD', 'MEDIUM')","[15, 19]",86.86087
"('SOFT', 'HARD', 'MEDIUM')","[15, 20]",87.15439
"('SOFT', 'HARD', 'MEDIUM')","[15, 21]",87.44792
"('SOFT', 'HARD', 'MEDIUM')","[15, 22]",87.74145
"('SOFT', 'HARD', 'MEDIUM')","[15, 23]",88.03497
"('SOFT', 'HARD', 'MEDIUM')","[15, 24]",88.32849
"('SOFT', 'HARD', 'MEDIUM')","[15, 25]",88.622025
"('SOFT', 'HARD', 'MEDIUM')","[15, 26]",88.91555
"('SOFT', 'HARD', 'MEDIUM')","[15, 27]",89.209076
"('SOFT', 'HARD', 'MEDIUM')","[15, 28]",89.502594
"('SOFT', 'HARD', 'MEDIUM')","[15, 29]",89.79613
"('SOFT', 'HARD', 'MEDIUM')","[15, 30]",90.08965
"('SOFT', 'HARD', 'MEDIUM')","[15, 31]",90.38318
"('SOFT', 'HARD', 'MEDIUM')","[15, 32]",90.6767
"('SOFT', 'HARD', 'MEDIUM')","[15, 33]",90.97023
"('SOFT', 'HARD', 'MEDIUM')","[15, 34]",91.263756
"('SOFT', 'HARD', 'MEDIUM')","[15, 35]",91.55728
"('SOFT', 'HARD', 'MEDIUM')","[15, 36]",91.85081
"('SOFT', 'HARD', 'MEDIUM')","[15, 37]",92.14434
"('SOFT', 'HARD', 'MEDIUM')","[15, 38]",92.43787
"('SOFT', 'HARD', 'MEDIUM')","[15, 39]",92.7314
"('SOFT', 'HARD', 'MEDIUM')","[15, 40]",93.024925
"('SOFT', 'HARD', 'MEDIUM')","[15, 41]",93.31846
"('SOFT', 'HARD', 'MEDIUM')","[15, 42]",93.611984
"('SOFT', 'HARD', 'MEDIUM')","[15, 43]",93.90552
"('SOFT', 'HARD', 'MEDIUM')","[15, 44]",94.19904
"('SOFT', 'HARD', 'MEDIUM')","[15, 45]",94.49257
"('SOFT', 'HARD', 'MEDIUM')","[15, 46]",94.7861
"('SOFT', 'HARD', 'MEDIUM')","[16, 17]",86.22425
"('SOFT', 'HARD', 'MEDIUM')","[16, 18]",86.51778
"('SOFT', 'HARD', 'MEDIUM')","[16, 19]",86.81131
"('SOFT', 'HARD', 'MEDIUM')","[16, 20]",87.10483
"('SOFT', 'HARD', 'MEDIUM')","[16, 21]",87.39836
"('SOFT', 'HARD', 'MEDIUM')","[16, 22]",87.69189
"('SOFT', 'HARD', 'MEDIUM')","[16, 23]",87.98541
"('SOFT', 'HARD', 'MEDIUM')","[16, 24]",88.27893
"('SOFT', 'HARD', 'MEDIUM')","[16, 25]",88.572464
"('SOFT', 'HARD', 'MEDIUM')","[16, 26]",88.86599
"('SOFT', 'HARD', 'MEDIUM')","[16, 27]",89.159515
"('SOFT', 'HARD', 'MEDIUM')","[16, 28]",89.45305
"('SOFT', 'HARD', 'MEDIUM')","[16, 29]",89.74657
"('SOFT', 'HARD', 'MEDIUM')","[16, 30]",90.04009
"('SOFT', 'HARD', 'MEDIUM')","[16, 31]",90.33362
"('SOFT', 'HARD', 'MEDIUM')","[16, 32]",90.62714
"('SOFT', 'HARD', 'MEDIUM')","[16, 33]",90.92067
"('SOFT', 'HARD', 'MEDIUM')","[16, 34]",91.214195
"('SOFT', 'HARD', 'MEDIUM')","[16, 35]",91.50772
"('SOFT', 'HARD', 'MEDIUM')","[16, 36]",91.801254
"('SOFT', 'HARD', 'MEDIUM')","[16, 37]",92.09478
"('SOFT', 'HARD', 'MEDIUM')","[16, 38]",92.388306
"('SOFT', 'HARD', 'MEDIUM')","[16, 39]",92.68184
"('SOFT', 'HARD', 'MEDIUM')","[16, 40]",92.975365
"('SOFT', 'HARD', 'MEDIUM')","[16, 41]",93.2689
"('SOFT', 'HARD', 'MEDIUM')","[16, 42]",93.56242
"('SOFT', 'HARD', 'MEDIUM')","[16, 43]",93.85596
"('SOFT', 'HARD', 'MEDIUM')","[16, 44]",94.14949
"('SOFT', 'HARD', 'MEDIUM')","[16, 45]",94.443016
"('SOFT', 'HARD', 'MEDIUM')","[16, 46]",94.73654
"('SOFT', 'HARD', 'MEDIUM')","[17, 18]",86.46822
"('SOFT', 'HARD', 'MEDIUM')","[17, 19]",86.76175
"('SOFT', 'HARD', 'MEDIUM')","[17, 20]",87.05528
"('SOFT', 'HARD', 'MEDIUM')","[17, 21]",87.34881
"('SOFT', 'HARD', 'MEDIUM')","[17, 22]",87.642334
"('SOFT', 'HARD', 'MEDIUM')","[17, 23]",87.93585
"('SOFT', 'HARD', 'MEDIUM')","[17, 24]",88.229385
"('SOFT', 'HARD', 'MEDIUM')","[17, 25]",88.52291
"('SOFT', 'HARD', 'MEDIUM')","[17, 26]",88.81644
"('SOFT', 'HARD', 'MEDIUM')","[17, 27]",89.109955
"('SOFT', 'HARD', 'MEDIUM')","[17, 28]",89.40349
"('SOFT', 'HARD', 'MEDIUM')","[17, 29]",89.697014
"('SOFT', 'HARD', 'MEDIUM')","[17, 30]",89.99054
"('SOFT', 'HARD', 'MEDIUM')","[17, 31]",90.28406
"('SOFT', 'HARD', 'MEDIUM')","[17, 32]",90.57759
"('SOFT', 'HARD', 'MEDIUM')","[17, 33]",90.87112
"('SOFT', 'HARD', 'MEDIUM')","[17, 34]",91.16464
"('SOFT', 'HARD', 'MEDIUM')","[17, 35]",91.45816
"('SOFT', 'HARD', 'MEDIUM')","[17, 36]",91.75169
"('SOFT', 'HARD', 'MEDIUM')","[17, 37]",92.04523
"('SOFT', 'HARD', 'MEDIUM')","[17, 38]",92.33876
"('SOFT', 'HARD', 'MEDIUM')","[17, 39]",92.63228
"('SOFT', 'HARD', 'MEDIUM')","[17, 40]",92.92581
"('SOFT', 'HARD', 'MEDIUM')","[17, 41]",93.219345
"('SOFT', 'HARD', 'MEDIUM')","[17, 42]",93.51288
"('SOFT', 'HARD', 'MEDIUM')","[17, 43]",93.8064
"('SOFT', 'HARD', 'MEDIUM')","[17, 44]",94.09993
"('SOFT', 'HARD', 'MEDIUM')","[17, 45]",94.393456
"('SOFT', 'HARD', 'MEDIUM')","[17, 46]",94.68698
"('SOFT', 'HARD', 'MEDIUM')","[18, 19]",86.71219
"('SOFT', 'HARD', 'MEDIUM')","[18, 20]",87.00572
"('SOFT', 'HARD', 'MEDIUM')","[18, 21]",87.29925
"('SOFT', 'HARD', 'MEDIUM')","[18, 22]",87.59277
"('SOFT', 'HARD', 'MEDIUM')","[18, 23]",87.88631
"('SOFT', 'HARD', 'MEDIUM')","[18, 24]",88.179825
"('SOFT', 'HARD', 'MEDIUM')","[18, 25]",88.47335
"('SOFT', 'HARD', 'MEDIUM')","[18, 26]",88.76688
"('SOFT', 'HARD', 'MEDIUM')","[18, 27]",89.060394
"('SOFT', 'HARD', 'MEDIUM')","[18, 28]",89.35393
"('SOFT', 'HARD', 'MEDIUM')","[18, 29]",89.64745
"('SOFT', 'HARD', 'MEDIUM')","[18, 30]",89.94098
"('SOFT', 'HARD', 'MEDIUM')","[18, 31]",90.23451
"('SOFT', 'HARD', 'MEDIUM')","[18, 32]",90.52803
"('SOFT', 'HARD', 'MEDIUM')","[18, 33]",90.821556
"('SOFT', 'HARD', 'MEDIUM')","[18, 34]",91.11508
"('SOFT', 'HARD', 'MEDIUM')","[18, 35]",91.4086
"('SOFT', 'HARD', 'MEDIUM')","[18, 36]",91.70213
"('SOFT', 'HARD', 'MEDIUM')","[18, 37]",91.99567
"('SOFT', 'HARD', 'MEDIUM')","[18, 38]",92.2892
"('SOFT', 'HARD', 'MEDIUM')","[18, 39]",92.58273
"('SOFT', 'HARD', 'MEDIUM')","[18, 40]",92.87626
"('SOFT', 'HARD', 'MEDIUM')","[18, 41]",93.169785
"('SOFT', 'HARD', 'MEDIUM')","[18, 42]",93.46332
"('SOFT', 'HARD', 'MEDIUM')","[18, 43]",93.756836
"('SOFT', 'HARD', 'MEDIUM')","[18, 44]",94.05037
"('SOFT', 'HARD', 'MEDIUM')","[18, 45]",94.343895
"('SOFT', 'HARD', 'MEDIUM')","[18, 46]",94.63742
"('SOFT', 'HARD', 'MEDIUM')","[19, 20]",86.95616
"('SOFT', 'HARD', 'MEDIUM')","[19, 21]",87.249695
"('SOFT', 'HARD', 'MEDIUM')","[19, 22]",87.54322
"('SOFT', 'HARD', 'MEDIUM')","[19, 23]",87.83675
"('SOFT', 'HARD', 'MEDIUM')","[19, 24]",88.130264
"('SOFT', 'HARD', 'MEDIUM')","[19, 25]",88.4238
"('SOFT', 'HARD', 'MEDIUM')","[19, 26]",88.71732
"('SOFT', 'HARD', 'MEDIUM')","[19, 27]",89.01085
"('SOFT', 'HARD', 'MEDIUM')","[19, 28]",89.30437
"('SOFT', 'HARD', 'MEDIUM')","[19, 29]",89.5979
"('SOFT', 'HARD', 'MEDIUM')","[19, 30]",89.891426
"('SOFT', 'HARD', 'MEDIUM')","[19, 31]",90.18495
"('SOFT', 'HARD', 'MEDIUM')","[19, 32]",90.47847
"('SOFT', 'HARD', 'MEDIUM')","[19, 33]",90.772
"('SOFT', 'HARD', 'MEDIUM')","[19, 34]",91.06553
"('SOFT', 'HARD', 'MEDIUM')","[19, 35]",91.359055
"('SOFT', 'HARD', 'MEDIUM')","[19, 36]",91.65258
"('SOFT', 'HARD', 'MEDIUM')","[19, 37]",91.94611
"('SOFT', 'HARD', 'MEDIUM')","[19, 38]",92.23964
"('SOFT', 'HARD', 'MEDIUM')","[19, 39]",92.53317
"('SOFT', 'HARD', 'MEDIUM')","[19, 40]",92.8267
"('SOFT', 'HARD', 'MEDIUM')","[19, 41]",93.12023
"('SOFT', 'HARD', 'MEDIUM')","[19, 42]",93.41376
"('SOFT', 'HARD', 'MEDIUM')","[19, 43]",93.70729
"('SOFT', 'HARD', 'MEDIUM')","[19, 44]",94.00082
"('SOFT', 'HARD', 'MEDIUM')","[19, 45]",94.29434
"('SOFT', 'HARD', 'MEDIUM')","[19, 46]",94.587875
"('SOFT', 'HARD', 'MEDIUM')","[20, 21]",87.200134
"('SOFT', 'HARD', 'MEDIUM')","[20, 22]",87.49366
"('SOFT', 'HARD', 'MEDIUM')","[20, 23]",87.787186
"('SOFT', 'HARD', 'MEDIUM')","[20, 24]",88.0807
"('SOFT', 'HARD', 'MEDIUM')","[20, 25]",88.37424
"('SOFT', 'HARD', 'MEDIUM')","[20, 26]",88.66776
"('SOFT', 'HARD', 'MEDIUM')","[20, 27]",88.96129
"('SOFT', 'HARD', 'MEDIUM')","[20, 28]",89.25482
"('SOFT', 'HARD', 'MEDIUM')","[20, 29]",89.54834
"('SOFT', 'HARD', 'MEDIUM')","[20, 30]",89.841866
