compound_sequence,pit_laps,total_time
"('SOFT',)",[],51.867332
"('MEDIUM',)",[],41.962868
"('HARD',)",[],56.698895
"('SOFT', 'SOFT')",[10],72.29768
"('SOFT', 'SOFT')",[11],72.33269
"('SOFT', 'SOFT')",[12],72.36768
"('SOFT', 'SOFT')",[13],72.40269
"('SOFT', 'SOFT')",[14],72.43768
"('SOFT', 'SOFT')",[15],72.47269
"('SOFT', 'SOFT')",[16],72.50768
"('SOFT', 'SOFT')",[17],72.54269
"('SOFT', 'SOFT')",[18],72.57768
"('SOFT', 'SOFT')",[19],72.612686
"('SOFT', 'SOFT')",[20],72.64769
"('SOFT', 'SOFT')",[21],72.682686
"('SOFT', 'SOFT')",[22],72.71768
"('SOFT', 'SOFT')",[23],72.752686
"('SOFT', 'SOFT')",[24],72.78769
"('SOFT', 'SOFT')",[25],72.822685
"('SOFT', 'SOFT')",[26],72.85768
"('SOFT', 'SOFT')",[27],72.892685
"('SOFT', 'SOFT')",[28],72.92769
"('SOFT', 'SOFT')",[29],72.962685
"('SOFT', 'SOFT')",[30],72.99768
"('SOFT', 'SOFT')",[31],73.032684
"('SOFT', 'SOFT')",[32],73.06769
"('SOFT', 'SOFT')",[33],73.10268
"('SOFT', 'SOFT')",[34],73.13768
"('SOFT', 'SOFT')",[35],73.17268
"('SOFT', 'SOFT')",[36],73.20769
"('SOFT', 'SOFT')",[37],73.24269
"('SOFT', 'SOFT')",[38],73.27769
"('SOFT', 'SOFT')",[39],73.31268
"('SOFT', 'SOFT')",[40],73.34769
"('SOFT', 'SOFT')",[41],73.38269
"('SOFT', 'SOFT')",[42],73.41769
"('SOFT', 'SOFT')",[43],73.45268
"('SOFT', 'SOFT')",[44],73.487686
"('SOFT', 'SOFT')",[45],73.52268
"('SOFT', 'SOFT')",[46],73.557686
"('SOFT', 'MEDIUM')",[10],64.12111
"('SOFT', 'MEDIUM')",[11],64.330086
"('SOFT', 'MEDIUM')",[12],64.53905
"('SOFT', 'MEDIUM')",[13],64.748024
"('SOFT', 'MEDIUM')",[14],64.956985
"('SOFT', 'MEDIUM')",[15],65.16596
"('SOFT', 'MEDIUM')",[16],65.37492
"('SOFT', 'MEDIUM')",[17],65.5839
"('SOFT', 'MEDIUM')",[18],65.79287
"('SOFT', 'MEDIUM')",[19],66.00185
"('SOFT', 'MEDIUM')",[20],66.210815
"('SOFT', 'MEDIUM')",[21],66.419785
"('SOFT', 'MEDIUM')",[22],66.62875
"('SOFT', 'MEDIUM')",[23],66.83772
"('SOFT', 'MEDIUM')",[24],67.04669
"('SOFT', 'MEDIUM')",[25],67.25566
"('SOFT', 'MEDIUM')",[26],67.46463
"('SOFT', 'MEDIUM')",[27],67.6736
"('SOFT', 'MEDIUM')",[28],67.88257
"('SOFT', 'MEDIUM')",[29],68.09154
"('SOFT', 'MEDIUM')",[30],68.30051
"('SOFT', 'MEDIUM')",[31],68.509476
"('SOFT', 'MEDIUM')",[32],68.718445
"('SOFT', 'MEDIUM')",[33],68.92741
"('SOFT', 'MEDIUM')",[34],69.136375
"('SOFT', 'MEDIUM')",[35],69.34535
"('SOFT', 'MEDIUM')",[36],69.55432
"('SOFT', 'MEDIUM')",[37],69.7633
"('SOFT', 'MEDIUM')",[38],69.972275
"('SOFT', 'MEDIUM')",[39],70.181244
"('SOFT', 'MEDIUM')",[40],70.390205
"('SOFT', 'MEDIUM')",[41],70.59918
"('SOFT', 'MEDIUM')",[42],70.80815
"('SOFT', 'MEDIUM')",[43],71.01712
"('SOFT', 'MEDIUM')",[44],71.22609
"('SOFT', 'MEDIUM')",[45],71.43505
"('SOFT', 'MEDIUM')",[46],71.64403
"('SOFT', 'HARD')",[10],76.271866
"('SOFT', 'HARD')",[11],76.22231
"('SOFT', 'HARD')",[12],76.17275
"('SOFT', 'HARD')",[13],76.1232
"('SOFT', 'HARD')",[14],76.07364
"('SOFT', 'HARD')",[15],76.024086
"('SOFT', 'HARD')",[16],75.974525
"('SOFT', 'HARD')",[17],75.92497
"('SOFT', 'HARD')",[18],75.87541
"('SOFT', 'HARD')",[19],75.82586
"('SOFT', 'HARD')",[20],75.7763
"('SOFT', 'HARD')",[21],75.726746
"('SOFT', 'HARD')",[22],75.677185
"('SOFT', 'HARD')",[23],75.627625
"('SOFT', 'HARD')",[24],75.57807
"('SOFT', 'HARD')",[25],75.52852
"('SOFT', 'HARD')",[26],75.47896
"('SOFT', 'HARD')",[27],75.4294
"('SOFT', 'HARD')",[28],75.379845
"('SOFT', 'HARD')",[29],75.33029
"('SOFT', 'HARD')",[30],75.28073
"('SOFT', 'HARD')",[31],75.23117
"('SOFT', 'HARD')",[32],75.18162
"('SOFT', 'HARD')",[33],75.13206
"('SOFT', 'HARD')",[34],75.082504
"('SOFT', 'HARD')",[35],75.03294
"('SOFT', 'HARD')",[36],74.98339
"('SOFT', 'HARD')",[37],74.93384
"('SOFT', 'HARD')",[38],74.88428
"('SOFT', 'HARD')",[39],74.83472
"('SOFT', 'HARD')",[40],74.78516
"('SOFT', 'HARD')",[41],74.7356
"('SOFT', 'HARD')",[42],74.686035
"('SOFT', 'HARD')",[43],74.636475
"('SOFT', 'HARD')",[44],74.58693
"('SOFT', 'HARD')",[45],74.53736
"('SOFT', 'HARD')",[46],74.48781
"('MEDIUM', 'SOFT')",[10],70.74376
"('MEDIUM', 'SOFT')",[11],70.6048
"('MEDIUM', 'SOFT')",[12],70.46582
"('MEDIUM', 'SOFT')",[13],70.32686
"('MEDIUM', 'SOFT')",[14],70.18788
"('MEDIUM', 'SOFT')",[15],70.04892
"('MEDIUM', 'SOFT')",[16],69.90994
"('MEDIUM', 'SOFT')",[17],69.77098
"('MEDIUM', 'SOFT')",[18],69.632
"('MEDIUM', 'SOFT')",[19],69.493034
"('MEDIUM', 'SOFT')",[20],69.354065
"('MEDIUM', 'SOFT')",[21],69.215096
"('MEDIUM', 'SOFT')",[22],69.076126
"('MEDIUM', 'SOFT')",[23],68.93716
"('MEDIUM', 'SOFT')",[24],68.79819
"('MEDIUM', 'SOFT')",[25],68.65922
"('MEDIUM', 'SOFT')",[26],68.52025
"('MEDIUM', 'SOFT')",[27],68.38128
"('MEDIUM', 'SOFT')",[28],68.24231
"('MEDIUM', 'SOFT')",[29],68.10334
"('MEDIUM', 'SOFT')",[30],67.96437
"('MEDIUM', 'SOFT')",[31],67.8254
"('MEDIUM', 'SOFT')",[32],67.68643
"('MEDIUM', 'SOFT')",[33],67.54746
"('MEDIUM', 'SOFT')",[34],67.40849
"('MEDIUM', 'SOFT')",[35],67.26952
"('MEDIUM', 'SOFT')",[36],67.130554
"('MEDIUM', 'SOFT')",[37],66.99158
"('MEDIUM', 'SOFT')",[38],66.85261
"('MEDIUM', 'SOFT')",[39],66.71364
"('MEDIUM', 'SOFT')",[40],66.57467
"('MEDIUM', 'SOFT')",[41],66.4357
"('MEDIUM', 'SOFT')",[42],66.29673
"('MEDIUM', 'SOFT')",[43],66.15776
"('MEDIUM', 'SOFT')",[44],66.01878
"('MEDIUM', 'SOFT')",[45],65.87982
"('MEDIUM', 'SOFT')",[46],65.74085
"('MEDIUM', 'MEDIUM')",[10],62.56719
"('MEDIUM', 'MEDIUM')",[11],62.60219
"('MEDIUM', 'MEDIUM')",[12],62.637188
"('MEDIUM', 'MEDIUM')",[13],62.672188
"('MEDIUM', 'MEDIUM')",[14],62.707188
"('MEDIUM', 'MEDIUM')",[15],62.742188
"('MEDIUM', 'MEDIUM')",[16],62.777187
"('MEDIUM', 'MEDIUM')",[17],62.81219
"('MEDIUM', 'MEDIUM')",[18],62.84719
"('MEDIUM', 'MEDIUM')",[19],62.88219
"('MEDIUM', 'MEDIUM')",[20],62.91719
"('MEDIUM', 'MEDIUM')",[21],62.95219
"('MEDIUM', 'MEDIUM')",[22],62.98719
"('MEDIUM', 'MEDIUM')",[23],63.02219
"('MEDIUM', 'MEDIUM')",[24],63.05719
"('MEDIUM', 'MEDIUM')",[25],63.09219
"('MEDIUM', 'MEDIUM')",[26],63.12719
"('MEDIUM', 'MEDIUM')",[27],63.16219
"('MEDIUM', 'MEDIUM')",[28],63.19719
"('MEDIUM', 'MEDIUM')",[29],63.23219
"('MEDIUM', 'MEDIUM')",[30],63.26719
"('MEDIUM', 'MEDIUM')",[31],63.30219
"('MEDIUM', 'MEDIUM')",[32],63.33719
"('MEDIUM', 'MEDIUM')",[33],63.37219
"('MEDIUM', 'MEDIUM')",[34],63.40719
"('MEDIUM', 'MEDIUM')",[35],63.44219
"('MEDIUM', 'MEDIUM')",[36],63.477192
"('MEDIUM', 'MEDIUM')",[37],63.51219
"('MEDIUM', 'MEDIUM')",[38],63.54719
"('MEDIUM', 'MEDIUM')",[39],63.58219
"('MEDIUM', 'MEDIUM')",[40],63.61719
"('MEDIUM', 'MEDIUM')",[41],63.65219
"('MEDIUM', 'MEDIUM')",[42],63.68719
"('MEDIUM', 'MEDIUM')",[43],63.722187
"('MEDIUM', 'MEDIUM')",[44],63.757187
"('MEDIUM', 'MEDIUM')",[45],63.79219
"('MEDIUM', 'MEDIUM')",[46],63.82719
"('MEDIUM', 'HARD')",[10],74.71794
"('MEDIUM', 'HARD')",[11],74.494415
"('MEDIUM', 'HARD')",[12],74.27089
"('MEDIUM', 'HARD')",[13],74.04736
"('MEDIUM', 'HARD')",[14],73.82384
"('MEDIUM', 'HARD')",[15],73.60031
"('MEDIUM', 'HARD')",[16],73.376785
"('MEDIUM', 'HARD')",[17],73.15326
"('MEDIUM', 'HARD')",[18],72.92973
"('MEDIUM', 'HARD')",[19],72.70621
"('MEDIUM', 'HARD')",[20],72.48268
"('MEDIUM', 'HARD')",[21],72.259155
"('MEDIUM', 'HARD')",[22],72.03563
"('MEDIUM', 'HARD')",[23],71.8121
"('MEDIUM', 'HARD')",[24],71.58858
"('MEDIUM', 'HARD')",[25],71.36505
"('MEDIUM', 'HARD')",[26],71.141525
"('MEDIUM', 'HARD')",[27],70.918
"('MEDIUM', 'HARD')",[28],70.69447
"('MEDIUM', 'HARD')",[29],70.47095
"('MEDIUM', 'HARD')",[30],70.24742
"('MEDIUM', 'HARD')",[31],70.023895
"('MEDIUM', 'HARD')",[32],69.80037
"('MEDIUM', 'HARD')",[33],69.57684
"('MEDIUM', 'HARD')",[34],69.35332
"('MEDIUM', 'HARD')",[35],69.12979
"('MEDIUM', 'HARD')",[36],68.906265
"('MEDIUM', 'HARD')",[37],68.68273
"('MEDIUM', 'HARD')",[38],68.4592
"('MEDIUM', 'HARD')",[39],68.23567
"('MEDIUM', 'HARD')",[40],68.012146
"('MEDIUM', 'HARD')",[41],67.78861
"('MEDIUM', 'HARD')",[42],67.56508
"('MEDIUM', 'HARD')",[43],67.34155
"('MEDIUM', 'HARD')",[44],67.11803
"('MEDIUM', 'HARD')",[45],66.8945
"('MEDIUM', 'HARD')",[46],66.670975
"('HARD', 'SOFT')",[10],73.0705
"('HARD', 'SOFT')",[11],73.19006
"('HARD', 'SOFT')",[12],73.30962
"('HARD', 'SOFT')",[13],73.429184
"('HARD', 'SOFT')",[14],73.54874
"('HARD', 'SOFT')",[15],73.66829
"('HARD', 'SOFT')",[16],73.78785
"('HARD', 'SOFT')",[17],73.90741
"('HARD', 'SOFT')",[18],74.02696
"('HARD', 'SOFT')",[19],74.146515
"('HARD', 'SOFT')",[20],74.26608
"('HARD', 'SOFT')",[21],74.385635
"('HARD', 'SOFT')",[22],74.50519
"('HARD', 'SOFT')",[23],74.62475
"('HARD', 'SOFT')",[24],74.74431
"('HARD', 'SOFT')",[25],74.86386
"('HARD', 'SOFT')",[26],74.98341
"('HARD', 'SOFT')",[27],75.102974
"('HARD', 'SOFT')",[28],75.222534
"('HARD', 'SOFT')",[29],75.34209
"('HARD', 'SOFT')",[30],75.46165
"('HARD', 'SOFT')",[31],75.5812
"('HARD', 'SOFT')",[32],75.70076
"('HARD', 'SOFT')",[33],75.82031
"('HARD', 'SOFT')",[34],75.939865
"('HARD', 'SOFT')",[35],76.059425
"('HARD', 'SOFT')",[36],76.178986
"('HARD', 'SOFT')",[37],76.29854
"('HARD', 'SOFT')",[38],76.4181
"('HARD', 'SOFT')",[39],76.53766
"('HARD', 'SOFT')",[40],76.65721
"('HARD', 'SOFT')",[41],76.77678
"('HARD', 'SOFT')",[42],76.89633
"('HARD', 'SOFT')",[43],77.0159
"('HARD', 'SOFT')",[44],77.13545
"('HARD', 'SOFT')",[45],77.25501
"('HARD', 'SOFT')",[46],77.374565
"('HARD', 'MEDIUM')",[10],64.893936
"('HARD', 'MEDIUM')",[11],65.18746
"('HARD', 'MEDIUM')",[12],65.48099
"('HARD', 'MEDIUM')",[13],65.77451
"('HARD', 'MEDIUM')",[14],66.06804
"('HARD', 'MEDIUM')",[15],66.361565
"('HARD', 'MEDIUM')",[16],66.65509
"('HARD', 'MEDIUM')",[17],66.94862
"('HARD', 'MEDIUM')",[18],67.24215
"('HARD', 'MEDIUM')",[19],67.535675
"('HARD', 'MEDIUM')",[20],67.82921
"('HARD', 'MEDIUM')",[21],68.12273
"('HARD', 'MEDIUM')",[22],68.41626
"('HARD', 'MEDIUM')",[23],68.70978
"('HARD', 'MEDIUM')",[24],69.00331
"('HARD', 'MEDIUM')",[25],69.29683
"('HARD', 'MEDIUM')",[26],69.59036
"('HARD', 'MEDIUM')",[27],69.88388
"('HARD', 'MEDIUM')",[28],70.177414
"('HARD', 'MEDIUM')",[29],70.47093
"('HARD', 'MEDIUM')",[30],70.764465
"('HARD', 'MEDIUM')",[31],71.05798
"('HARD', 'MEDIUM')",[32],71.35152
"('HARD', 'MEDIUM')",[33],71.64504
"('HARD', 'MEDIUM')",[34],71.93856
"('HARD', 'MEDIUM')",[35],72.232086
"('HARD', 'MEDIUM')",[36],72.52562
"('HARD', 'MEDIUM')",[37],72.819145
"('HARD', 'MEDIUM')",[38],73.112686
"('HARD', 'MEDIUM')",[39],73.406204
"('HARD', 'MEDIUM')",[40],73.69974
"('HARD', 'MEDIUM')",[41],73.99327
"('HARD', 'MEDIUM')",[42],74.28679
"('HARD', 'MEDIUM')",[43],74.58032
"('HARD', 'MEDIUM')",[44],74.873856
"('HARD', 'MEDIUM')",[45],75.16738
"('HARD', 'MEDIUM')",[46],75.46091
"('HARD', 'HARD')",[10],77.04469
"('HARD', 'HARD')",[11],77.07969
"('HARD', 'HARD')",[12],77.114685
"('HARD', 'HARD')",[13],77.14969
"('HARD', 'HARD')",[14],77.18469
"('HARD', 'HARD')",[15],77.21969
"('HARD', 'HARD')",[16],77.25469
"('HARD', 'HARD')",[17],77.28969
"('HARD', 'HARD')",[18],77.32469
"('HARD', 'HARD')",[19],77.35969
"('HARD', 'HARD')",[20],77.39469
"('HARD', 'HARD')",[21],77.42969
"('HARD', 'HARD')",[22],77.46469
"('HARD', 'HARD')",[23],77.499695
"('HARD', 'HARD')",[24],77.53469
"('HARD', 'HARD')",[25],77.56969
"('HARD', 'HARD')",[26],77.60469
"('HARD', 'HARD')",[27],77.639694
"('HARD', 'HARD')",[28],77.67469
"('HARD', 'HARD')",[29],77.70969
"('HARD', 'HARD')",[30],77.74469
"('HARD', 'HARD')",[31],77.77969
"('HARD', 'HARD')",[32],77.81469
"('HARD', 'HARD')",[33],77.84969
"('HARD', 'HARD')",[34],77.88469
"('HARD', 'HARD')",[35],77.91969
"('HARD', 'HARD')",[36],77.95469
"('HARD', 'HARD')",[37],77.989685
"('HARD', 'HARD')",[38],78.02469
"('HARD', 'HARD')",[39],78.05969
"('HARD', 'HARD')",[40],78.09469
"('HARD', 'HARD')",[41],78.12969
"('HARD', 'HARD')",[42],78.16469
"('HARD', 'HARD')",[43],78.19969
"('HARD', 'HARD')",[44],78.234695
"('HARD', 'HARD')",[45],78.26969
"('HARD', 'HARD')",[46],78.30469
"('SOFT', 'SOFT', 'SOFT')","[10, 11]",92.76304
"('SOFT', 'SOFT', 'SOFT')","[10, 12]",92.798035
"('SOFT', 'SOFT', 'SOFT')","[10, 13]",92.83304
"('SOFT', 'SOFT', 'SOFT')","[10, 14]",92.868034
"('SOFT', 'SOFT', 'SOFT')","[10, 15]",92.90304
"('SOFT', 'SOFT', 'SOFT')","[10, 16]",92.938034
"('SOFT', 'SOFT', 'SOFT')","[10, 17]",92.97304
"('SOFT', 'SOFT', 'SOFT')","[10, 18]",93.00803
"('SOFT', 'SOFT', 'SOFT')","[10, 19]",93.04304
"('SOFT', 'SOFT', 'SOFT')","[10, 20]",93.07803
"('SOFT', 'SOFT', 'SOFT')","[10, 21]",93.11304
"('SOFT', 'SOFT', 'SOFT')","[10, 22]",93.14804
"('SOFT', 'SOFT', 'SOFT')","[10, 23]",93.18304
"('SOFT', 'SOFT', 'SOFT')","[10, 24]",93.21803
"('SOFT', 'SOFT', 'SOFT')","[10, 25]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[10, 26]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[10, 27]",93.32304
"('SOFT', 'SOFT', 'SOFT')","[10, 28]",93.35803
"('SOFT', 'SOFT', 'SOFT')","[10, 29]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[10, 30]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[10, 31]",93.463036
"('SOFT', 'SOFT', 'SOFT')","[10, 32]",93.49803
"('SOFT', 'SOFT', 'SOFT')","[10, 33]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[10, 34]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[10, 35]",93.603035
"('SOFT', 'SOFT', 'SOFT')","[10, 36]",93.63803
"('SOFT', 'SOFT', 'SOFT')","[10, 37]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[10, 38]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[10, 39]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[10, 40]",93.778046
"('SOFT', 'SOFT', 'SOFT')","[10, 41]",93.81304
"('SOFT', 'SOFT', 'SOFT')","[10, 42]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[10, 43]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[10, 44]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[10, 45]",93.95304
"('SOFT', 'SOFT', 'SOFT')","[10, 46]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[11, 12]",92.83304
"('SOFT', 'SOFT', 'SOFT')","[11, 13]",92.86804
"('SOFT', 'SOFT', 'SOFT')","[11, 14]",92.90304
"('SOFT', 'SOFT', 'SOFT')","[11, 15]",92.93804
"('SOFT', 'SOFT', 'SOFT')","[11, 16]",92.97304
"('SOFT', 'SOFT', 'SOFT')","[11, 17]",93.00804
"('SOFT', 'SOFT', 'SOFT')","[11, 18]",93.04304
"('SOFT', 'SOFT', 'SOFT')","[11, 19]",93.07804
"('SOFT', 'SOFT', 'SOFT')","[11, 20]",93.11304
"('SOFT', 'SOFT', 'SOFT')","[11, 21]",93.14804
"('SOFT', 'SOFT', 'SOFT')","[11, 22]",93.18304
"('SOFT', 'SOFT', 'SOFT')","[11, 23]",93.21804
"('SOFT', 'SOFT', 'SOFT')","[11, 24]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[11, 25]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[11, 26]",93.323044
"('SOFT', 'SOFT', 'SOFT')","[11, 27]",93.35804
"('SOFT', 'SOFT', 'SOFT')","[11, 28]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[11, 29]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[11, 30]",93.463036
"('SOFT', 'SOFT', 'SOFT')","[11, 31]",93.49804
"('SOFT', 'SOFT', 'SOFT')","[11, 32]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[11, 33]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[11, 34]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[11, 35]",93.63804
"('SOFT', 'SOFT', 'SOFT')","[11, 36]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[11, 37]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[11, 38]",93.743034
"('SOFT', 'SOFT', 'SOFT')","[11, 39]",93.778046
"('SOFT', 'SOFT', 'SOFT')","[11, 40]",93.81305
"('SOFT', 'SOFT', 'SOFT')","[11, 41]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[11, 42]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[11, 43]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[11, 44]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[11, 45]",93.988045
"('SOFT', 'SOFT', 'SOFT')","[11, 46]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[12, 13]",92.90304
"('SOFT', 'SOFT', 'SOFT')","[12, 14]",92.938034
"('SOFT', 'SOFT', 'SOFT')","[12, 15]",92.97304
"('SOFT', 'SOFT', 'SOFT')","[12, 16]",93.00803
"('SOFT', 'SOFT', 'SOFT')","[12, 17]",93.04304
"('SOFT', 'SOFT', 'SOFT')","[12, 18]",93.07803
"('SOFT', 'SOFT', 'SOFT')","[12, 19]",93.11304
"('SOFT', 'SOFT', 'SOFT')","[12, 20]",93.14804
"('SOFT', 'SOFT', 'SOFT')","[12, 21]",93.183044
"('SOFT', 'SOFT', 'SOFT')","[12, 22]",93.21804
"('SOFT', 'SOFT', 'SOFT')","[12, 23]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[12, 24]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[12, 25]",93.323044
"('SOFT', 'SOFT', 'SOFT')","[12, 26]",93.35804
"('SOFT', 'SOFT', 'SOFT')","[12, 27]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[12, 28]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[12, 29]",93.46304
"('SOFT', 'SOFT', 'SOFT')","[12, 30]",93.49804
"('SOFT', 'SOFT', 'SOFT')","[12, 31]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[12, 32]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[12, 33]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[12, 34]",93.63804
"('SOFT', 'SOFT', 'SOFT')","[12, 35]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[12, 36]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[12, 37]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[12, 38]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[12, 39]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[12, 40]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[12, 41]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[12, 42]",93.91804
"('SOFT', 'SOFT', 'SOFT')","[12, 43]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[12, 44]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[12, 45]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[12, 46]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[13, 14]",92.97304
"('SOFT', 'SOFT', 'SOFT')","[13, 15]",93.00804
"('SOFT', 'SOFT', 'SOFT')","[13, 16]",93.04304
"('SOFT', 'SOFT', 'SOFT')","[13, 17]",93.07804
"('SOFT', 'SOFT', 'SOFT')","[13, 18]",93.11304
"('SOFT', 'SOFT', 'SOFT')","[13, 19]",93.14804
"('SOFT', 'SOFT', 'SOFT')","[13, 20]",93.183044
"('SOFT', 'SOFT', 'SOFT')","[13, 21]",93.21805
"('SOFT', 'SOFT', 'SOFT')","[13, 22]",93.253044
"('SOFT', 'SOFT', 'SOFT')","[13, 23]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[13, 24]",93.323044
"('SOFT', 'SOFT', 'SOFT')","[13, 25]",93.35803
"('SOFT', 'SOFT', 'SOFT')","[13, 26]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[13, 27]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[13, 28]",93.46304
"('SOFT', 'SOFT', 'SOFT')","[13, 29]",93.49805
"('SOFT', 'SOFT', 'SOFT')","[13, 30]",93.53304
"('SOFT', 'SOFT', 'SOFT')","[13, 31]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[13, 32]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[13, 33]",93.63803
"('SOFT', 'SOFT', 'SOFT')","[13, 34]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[13, 35]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[13, 36]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[13, 37]",93.778046
"('SOFT', 'SOFT', 'SOFT')","[13, 38]",93.81304
"('SOFT', 'SOFT', 'SOFT')","[13, 39]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[13, 40]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[13, 41]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[13, 42]",93.95304
"('SOFT', 'SOFT', 'SOFT')","[13, 43]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[13, 44]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[13, 45]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[13, 46]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[14, 15]",93.04304
"('SOFT', 'SOFT', 'SOFT')","[14, 16]",93.07803
"('SOFT', 'SOFT', 'SOFT')","[14, 17]",93.11304
"('SOFT', 'SOFT', 'SOFT')","[14, 18]",93.14803
"('SOFT', 'SOFT', 'SOFT')","[14, 19]",93.18304
"('SOFT', 'SOFT', 'SOFT')","[14, 20]",93.21803
"('SOFT', 'SOFT', 'SOFT')","[14, 21]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[14, 22]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[14, 23]",93.32304
"('SOFT', 'SOFT', 'SOFT')","[14, 24]",93.35803
"('SOFT', 'SOFT', 'SOFT')","[14, 25]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[14, 26]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[14, 27]",93.463036
"('SOFT', 'SOFT', 'SOFT')","[14, 28]",93.49803
"('SOFT', 'SOFT', 'SOFT')","[14, 29]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[14, 30]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[14, 31]",93.603035
"('SOFT', 'SOFT', 'SOFT')","[14, 32]",93.63803
"('SOFT', 'SOFT', 'SOFT')","[14, 33]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[14, 34]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[14, 35]",93.743034
"('SOFT', 'SOFT', 'SOFT')","[14, 36]",93.77803
"('SOFT', 'SOFT', 'SOFT')","[14, 37]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[14, 38]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[14, 39]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[14, 40]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[14, 41]",93.95304
"('SOFT', 'SOFT', 'SOFT')","[14, 42]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[14, 43]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[14, 44]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[14, 45]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[14, 46]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[15, 16]",93.11304
"('SOFT', 'SOFT', 'SOFT')","[15, 17]",93.14804
"('SOFT', 'SOFT', 'SOFT')","[15, 18]",93.18304
"('SOFT', 'SOFT', 'SOFT')","[15, 19]",93.21804
"('SOFT', 'SOFT', 'SOFT')","[15, 20]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[15, 21]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[15, 22]",93.32304
"('SOFT', 'SOFT', 'SOFT')","[15, 23]",93.35804
